site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
AREQ 17DEC05 2017.9274 58092 1978 2  -71.5    769  0.254655  -1821157 -0.724097  2491 -2.076784  0.0610 0.000732 0.000665 0.002769  0.013518  0.008298  0.009535 -16.4655157924  -71.4927960979  2488.92322
AREQ 17DEC06 2017.9302 58093 1978 3  -71.5    769  0.252887  -1821157 -0.722879  2491 -2.070036  0.0610 0.000726 0.000652 0.002754  0.005513 -0.020793  0.017385 -16.4655157814  -71.4927961145  2488.92996
AREQ 17DEC07 2017.9329 58094 1978 4  -71.5    769  0.253285  -1821157 -0.722915  2491 -2.070617  0.0610 0.000729 0.000681 0.002827  0.028458 -0.004674 -0.018213 -16.4655157817  -71.4927961107  2488.92938
AREQ 17DEC08 2017.9357 58095 1978 5  -71.5    769  0.253575  -1821157 -0.722749  2491 -2.073506  0.0610 0.000719 0.000646 0.002672  0.004179  0.027132 -0.009890 -16.4655157802  -71.4927961080  2488.92649
AREQ 17DEC09 2017.9384 58096 1978 6  -71.5    769  0.252944  -1821157 -0.724758  2491 -2.074573  0.0610 0.000726 0.000651 0.002722 -0.007045 -0.015772 -0.001962 -16.4655157984  -71.4927961139  2488.92543
AREQ 17DEC10 2017.9411 58097 1979 0  -71.5    769  0.251329  -1821157 -0.724945  2491 -2.079573  0.0610 0.000718 0.000651 0.002698 -0.007738  0.011328  0.000785 -16.4655158001  -71.4927961290  2488.92043
AREQ 17DEC11 2017.9439 58098 1979 1  -71.5    769  0.253201  -1821157 -0.724004  2491 -2.078636  0.0610 0.000727 0.000664 0.002746 -0.003398  0.013432  0.004995 -16.4655157916  -71.4927961115  2488.92136
AREQ 17DEC12 2017.9466 58099 1979 2  -71.5    769  0.250886  -1821157 -0.724047  2491 -2.078299  0.0610 0.000732 0.000651 0.002712 -0.000213 -0.001319  0.016988 -16.4655157920  -71.4927961332  2488.92170
AREQ 17DEC13 2017.9493 58100 1979 3  -71.5    769  0.251809  -1821157 -0.723364  2491 -2.070243  0.0610 0.000745 0.000663 0.002807  0.010444  0.012495  0.022402 -16.4655157858  -71.4927961246  2488.92976
AREQ 17DEC14 2017.9521 58101 1979 4  -71.5    769  0.251702  -1821157 -0.725839  2491 -2.083964  0.0610 0.000746 0.000666 0.002857 -0.024108 -0.035386  0.017630 -16.4655158081  -71.4927961256  2488.91604
AREQ 17DEC15 2017.9548 58102 1979 5  -71.5    769  0.252572  -1821157 -0.724458  2491 -2.076447  0.0610 0.000730 0.000653 0.002747 -0.006525 -0.005717 -0.000361 -16.4655157957  -71.4927961174  2488.92355
AREQ 17DEC16 2017.9576 58103 1979 6  -71.5    769  0.252277  -1821157 -0.723973  2491 -2.080352  0.0610 0.000730 0.000660 0.002776 -0.000677  0.012167  0.010447 -16.4655157913  -71.4927961202  2488.91965
AREQ 17DEC17 2017.9603 58104 1980 0  -71.5    769  0.254286  -1821157 -0.721303  2491 -2.075014  0.0610 0.000730 0.000661 0.002779  0.011529 -0.009281  0.003723 -16.4655157672  -71.4927961014  2488.92499
AREQ 17DEC18 2017.9630 58105 1980 1  -71.5    769  0.253521  -1821157 -0.724748  2491 -2.079073  0.0610 0.000731 0.000656 0.002743 -0.003042  0.009556  0.010888 -16.4655157983  -71.4927961085  2488.92093
AREQ 17DEC19 2017.9658 58106 1980 2  -71.5    769  0.253120  -1821157 -0.723036  2491 -2.071913  0.0610 0.000744 0.000663 0.002779 -0.013438  0.022623 -0.000350 -16.4655157828  -71.4927961123  2488.92809
AREQ 17DEC20 2017.9685 58107 1980 3  -71.5    769  0.254670  -1821157 -0.724889  2491 -2.077170  0.0610 0.000746 0.000651 0.002763 -0.018287 -0.033057  0.009841 -16.4655157996  -71.4927960978  2488.92283
AREQ 17DEC21 2017.9713 58108 1980 4  -71.5    769  0.252716  -1821157 -0.721708  2491 -2.073104  0.0610 0.000723 0.000648 0.002712  0.008414  0.006541  0.021178 -16.4655157708  -71.4927961161  2488.92690
AREQ 17DEC22 2017.9740 58109 1980 5  -71.5    769  0.252514  -1821157 -0.721838  2491 -2.073636  0.0610 0.000722 0.000655 0.002735  0.004297  0.025304  0.025111 -16.4655157720  -71.4927961180  2488.92636
AREQ 17DEC23 2017.9767 58110 1980 6  -71.5    769  0.254125  -1821157 -0.722157  2491 -2.078411  0.0610 0.000737 0.000663 0.002799  0.012856  0.000812 -0.004684 -16.4655157749  -71.4927961029  2488.92159
AREQ 17DEC24 2017.9795 58111 1981 0  -71.5    769  0.251920  -1821157 -0.722210  2491 -2.070121  0.0610 0.000775 0.000695 0.002990  0.012183 -0.043915  0.010125 -16.4655157754  -71.4927961235  2488.92988
AREQ 17DEC25 2017.9822 58112 1981 1  -71.5    769  0.252899  -1821157 -0.722774  2491 -2.077337  0.0610 0.000740 0.000659 0.002835 -0.005584 -0.033605 -0.003123 -16.4655157804  -71.4927961143  2488.92266
AREQ 17DEC26 2017.9849 58113 1981 2  -71.5    769  0.252263  -1821157 -0.721246  2491 -2.074987  0.0610 0.000730 0.000649 0.002724  0.004675 -0.006184 -0.003501 -16.4655157666  -71.4927961203  2488.92501
AREQ 17DEC27 2017.9877 58114 1981 3  -71.5    769  0.251149  -1821157 -0.718411  2491 -2.073363  0.0610 0.000909 0.000806 0.003423  0.013351 -0.052108 -0.009414 -16.4655157410  -71.4927961307  2488.92664
AREQ 17DEC28 2017.9904 58115 1981 4  -71.5    769  0.252669  -1821157 -0.721708  2491 -2.079409  0.0610 0.000739 0.000652 0.002755  0.005219 -0.025674  0.001062 -16.4655157708  -71.4927961165  2488.92059
AREQ 17DEC29 2017.9932 58116 1981 5  -71.5    769  0.252378  -1821157 -0.720267  2491 -2.074324  0.0610 0.000781 0.000721 0.003033  0.005170  0.001028 -0.013499 -16.4655157578  -71.4927961192  2488.92568
AREQ 17DEC30 2017.9959 58117 1981 6  -71.5    769  0.252546  -1821157 -0.718944  2491 -2.072873  0.0610 0.000945 0.000851 0.003559  0.038557 -0.040271 -0.036487 -16.4655157458  -71.4927961176  2488.92713
AREQ 17DEC31 2017.9986 58118 1982 0  -71.5    769  0.254431  -1821157 -0.723678  2491 -2.070455  0.0610 0.001099 0.001034 0.004216 -0.055835  0.053781 -0.023726 -16.4655157886  -71.4927961000  2488.92954
AREQ 18JAN01 2018.0014 58119 1982 1  -71.5    769  0.251624  -1821157 -0.721994  2491 -2.076312  0.0610 0.000725 0.000661 0.002765  0.004650  0.008983 -0.005385 -16.4655157734  -71.4927961263  2488.92369
AREQ 18JAN02 2018.0041 58120 1982 2  -71.5    769  0.253096  -1821157 -0.721440  2491 -2.071313  0.0610 0.000729 0.000653 0.002733 -0.004133 -0.021188 -0.006480 -16.4655157684  -71.4927961125  2488.92869
AREQ 18JAN03 2018.0068 58121 1982 3  -71.5    769  0.252054  -1821157 -0.722655  2491 -2.076992  0.0610 0.000728 0.000652 0.002737 -0.005578 -0.018775 -0.011893 -16.4655157794  -71.4927961223  2488.92301
AREQ 18JAN04 2018.0096 58122 1982 4  -71.5    769  0.253762  -1821157 -0.719373  2491 -2.081748  0.0610 0.000731 0.000656 0.002741  0.010245 -0.016053 -0.023813 -16.4655157497  -71.4927961063  2488.91825
AREQ 18JAN05 2018.0123 58123 1982 5  -71.5    769  0.254565  -1821157 -0.718260  2491 -2.083010  0.0610 0.000725 0.000653 0.002724  0.001866  0.013991 -0.002226 -16.4655157397  -71.4927960987  2488.91699
AREQ 18JAN06 2018.0151 58124 1982 6  -71.5    769  0.253728  -1821157 -0.720846  2491 -2.079587  0.0610 0.000719 0.000650 0.002708  0.008684  0.015007  0.003279 -16.4655157630  -71.4927961066  2488.92041
AREQ 18JAN07 2018.0178 58125 1983 0  -71.5    769  0.253329  -1821157 -0.720304  2491 -2.082922  0.0610 0.000730 0.000656 0.002757  0.000215 -0.013445 -0.007419 -16.4655157581  -71.4927961103  2488.91708
AREQ 18JAN08 2018.0205 58126 1983 1  -71.5    769  0.253583  -1821157 -0.720287  2491 -2.076148  0.0610 0.000731 0.000665 0.002793 -0.008842  0.003717 -0.003592 -16.4655157580  -71.4927961079  2488.92385
AREQ 18JAN09 2018.0233 58127 1983 2  -71.5    769  0.253850  -1821157 -0.723826  2491 -2.076525  0.0610 0.000738 0.000657 0.002786  0.005305 -0.017775  0.004088 -16.4655157900  -71.4927961054  2488.92348
AREQ 18JAN10 2018.0260 58128 1983 3  -71.5    769  0.253027  -1821157 -0.721072  2491 -2.076627  0.0610 0.000720 0.000649 0.002693  0.000883  0.017970 -0.003001 -16.4655157651  -71.4927961131  2488.92337
AREQ 18JAN11 2018.0287 58129 1983 4  -71.5    769  0.254158  -1821157 -0.720377  2491 -2.076327  0.0610 0.000727 0.000662 0.002765 -0.007212  0.013766 -0.007373 -16.4655157588  -71.4927961026  2488.92367
AREQ 18JAN12 2018.0315 58130 1983 5  -71.5    769  0.255765  -1821157 -0.719791  2491 -2.077425  0.0610 0.000711 0.000647 0.002686 -0.005642  0.013773 -0.008960 -16.4655157535  -71.4927960875  2488.92258
AREQ 18JAN13 2018.0342 58131 1983 6  -71.5    769  0.255240  -1821157 -0.719160  2491 -2.078684  0.0610 0.000734 0.000651 0.002774 -0.014220  0.007710  0.015302 -16.4655157478  -71.4927960924  2488.92132
AREQ 18JAN14 2018.0370 58132 1984 0  -71.5    769  0.254688  -1821157 -0.720294  2491 -2.076855  0.0610 0.000720 0.000651 0.002701 -0.003279  0.001533 -0.022287 -16.4655157580  -71.4927960976  2488.92314
AREQ 18JAN15 2018.0397 58133 1984 1  -71.5    769  0.253975  -1821157 -0.720712  2491 -2.072119  0.0610 0.000723 0.000649 0.002695 -0.012222  0.023858  0.001921 -16.4655157618  -71.4927961043  2488.92788
AREQ 18JAN16 2018.0424 58134 1984 2  -71.5    769  0.255095  -1821157 -0.722309  2491 -2.074988  0.0610 0.000723 0.000647 0.002695  0.006053 -0.014382 -0.015295 -16.4655157762  -71.4927960938  2488.92501
AREQ 18JAN17 2018.0452 58135 1984 3  -71.5    769  0.254882  -1821157 -0.722185  2491 -2.078801  0.0610 0.000718 0.000647 0.002692 -0.001231  0.026805  0.013373 -16.4655157751  -71.4927960958  2488.92120
AREQ 18JAN18 2018.0479 58136 1984 4  -71.5    769  0.255585  -1821157 -0.718974  2491 -2.080290  0.0610 0.000719 0.000646 0.002697  0.000885  0.006644  0.007153 -16.4655157461  -71.4927960892  2488.91971
AREQ 18JAN19 2018.0507 58137 1984 5  -71.5    769  0.252701  -1821157 -0.720049  2491 -2.084108  0.0610 0.000728 0.000658 0.002763 -0.009992  0.007613 -0.020393 -16.4655157558  -71.4927961162  2488.91589
AREQ 18JAN20 2018.0534 58138 1984 6  -71.5    769  0.253414  -1821157 -0.719956  2491 -2.082348  0.0610 0.000728 0.000668 0.002823 -0.003550  0.043817 -0.045054 -16.4655157550  -71.4927961095  2488.91765
AREQ 18JAN21 2018.0561 58139 1985 0  -71.5    769  0.254688  -1821157 -0.720673  2491 -2.072329  0.0610 0.000726 0.000658 0.002747 -0.005509  0.007652  0.010479 -16.4655157615  -71.4927960976  2488.92767
AREQ 18JAN22 2018.0589 58140 1985 1  -71.5    769  0.253634  -1821157 -0.719292  2491 -2.073269  0.0610 0.000738 0.000660 0.002766 -0.000983 -0.002818  0.014705 -16.4655157490  -71.4927961075  2488.92673
AREQ 18JAN23 2018.0616 58141 1985 2  -71.5    769  0.254768  -1821157 -0.719347  2491 -2.073975  0.0610 0.000743 0.000681 0.002821 -0.014386 -0.009244  0.029762 -16.4655157495  -71.4927960968  2488.92603
AREQ 18JAN24 2018.0643 58142 1985 3  -71.5    769  0.256570  -1821157 -0.718814  2491 -2.076494  0.0610 0.000736 0.000670 0.002777 -0.004929  0.011931 -0.014697 -16.4655157447  -71.4927960800  2488.92351
AREQ 18JAN25 2018.0671 58143 1985 4  -71.5    769  0.256034  -1821157 -0.720991  2491 -2.077360  0.0610 0.000734 0.000665 0.002773 -0.006921  0.024324  0.001556 -16.4655157643  -71.4927960850  2488.92264
AREQ 18JAN26 2018.0698 58144 1985 5  -71.5    769  0.256711  -1821157 -0.717333  2491 -2.077596  0.0610 0.000740 0.000670 0.002807 -0.013040  0.000132 -0.012368 -16.4655157313  -71.4927960786  2488.92240
AREQ 18JAN27 2018.0726 58145 1985 6  -71.5    769  0.256409  -1821157 -0.719947  2491 -2.076159  0.0610 0.000736 0.000677 0.002794 -0.007654  0.000109 -0.017070 -16.4655157549  -71.4927960815  2488.92384
AREQ 18JAN28 2018.0753 58146 1986 0  -71.5    769  0.256042  -1821157 -0.719798  2491 -2.077785  0.0610 0.000734 0.000666 0.002767  0.021959  0.005393  0.000140 -16.4655157536  -71.4927960849  2488.92221
AREQ 18JAN29 2018.0780 58147 1986 1  -71.5    769  0.254786  -1821157 -0.718913  2491 -2.077678  0.0610 0.000752 0.000675 0.002851  0.002101 -0.011185  0.010558 -16.4655157456  -71.4927960967  2488.92232
AREQ 18JAN30 2018.0808 58148 1986 2  -71.5    769  0.253642  -1821157 -0.721297  2491 -2.070558  0.0610 0.000763 0.000694 0.002911 -0.004553 -0.000090 -0.021293 -16.4655157671  -71.4927961074  2488.92944
AREQ 18JUN07 2018.4312 58276 2004 4  -71.5    769  0.260463  -1821157 -0.715995  2491 -2.085333  0.0610 0.000742 0.000666 0.002833 -0.011525  0.007377 -0.045384 -16.4655157192  -71.4927960435  2488.91467
AREQ 18JUN08 2018.4339 58277 2004 5  -71.5    769  0.259460  -1821157 -0.714274  2491 -2.082192  0.0610 0.000734 0.000655 0.002803 -0.014610 -0.002526 -0.018123 -16.4655157036  -71.4927960529  2488.91781
AREQ 18JUN09 2018.4367 58278 2004 6  -71.5    769  0.259065  -1821157 -0.714041  2491 -2.081802  0.0610 0.000729 0.000653 0.002770 -0.006380 -0.008443 -0.007423 -16.4655157015  -71.4927960566  2488.91820
AREQ 18JUN10 2018.4394 58279 2005 0  -71.5    769  0.259460  -1821157 -0.713482  2491 -2.079881  0.0610 0.000731 0.000650 0.002780 -0.021653 -0.006522 -0.013116 -16.4655156965  -71.4927960529  2488.92012
AREQ 18JUN11 2018.4422 58280 2005 1  -71.5    769  0.257021  -1821157 -0.713231  2491 -2.082392  0.0610 0.000733 0.000650 0.002776 -0.030462  0.002876 -0.013289 -16.4655156942  -71.4927960757  2488.91761
AREQ 18JUN12 2018.4449 58281 2005 2  -71.5    769  0.259535  -1821157 -0.715201  2491 -2.080191  0.0610 0.000734 0.000654 0.002805 -0.011050 -0.001255 -0.029778 -16.4655157120  -71.4927960522  2488.91981
AREQ 18JUN13 2018.4476 58282 2005 3  -71.5    769  0.260635  -1821157 -0.714687  2491 -2.078318  0.0610 0.000727 0.000655 0.002780 -0.020970  0.007142 -0.016777 -16.4655157074  -71.4927960419  2488.92168
AREQ 18JUN14 2018.4504 58283 2005 4  -71.5    769  0.259441  -1821157 -0.716083  2491 -2.077850  0.0610 0.000725 0.000656 0.002761 -0.009946 -0.015421 -0.034604 -16.4655157200  -71.4927960531  2488.92215
AREQ 18JUN15 2018.4531 58284 2005 5  -71.5    769  0.259299  -1821157 -0.713272  2491 -2.076581  0.0610 0.000732 0.000661 0.002822 -0.009325 -0.018650 -0.022094 -16.4655156946  -71.4927960544  2488.92342
AREQ 18JUN16 2018.4559 58285 2005 6  -71.5    769  0.261564  -1821157 -0.712941  2491 -2.083146  0.0610 0.000726 0.000652 0.002770 -0.013437 -0.011072 -0.035088 -16.4655156916  -71.4927960332  2488.91685
AREQ 18JUN17 2018.4586 58286 2006 0  -71.5    769  0.260512  -1821157 -0.714460  2491 -2.081870  0.0610 0.000729 0.000652 0.002760 -0.027033 -0.014666 -0.030651 -16.4655157053  -71.4927960431  2488.91813
AREQ 18JUN18 2018.4613 58287 2006 1  -71.5    769  0.259644  -1821157 -0.717518  2491 -2.083746  0.0610 0.000739 0.000652 0.002811 -0.010995 -0.025445 -0.038478 -16.4655157330  -71.4927960512  2488.91625
AREQ 18JUN19 2018.4641 58288 2006 2  -71.5    769  0.260711  -1821157 -0.715480  2491 -2.080176  0.0610 0.000736 0.000657 0.002791 -0.007146  0.008287 -0.037831 -16.4655157145  -71.4927960412  2488.91982
AREQ 18JUN20 2018.4668 58289 2006 3  -71.5    769  0.259073  -1821157 -0.715802  2491 -2.080836  0.0610 0.000732 0.000650 0.002797  0.000409  0.009865 -0.012328 -16.4655157175  -71.4927960565  2488.91916
AREQ 18JUN21 2018.4695 58290 2006 4  -71.5    769  0.260080  -1821157 -0.716173  2491 -2.074246  0.0610 0.000737 0.000652 0.002821 -0.016552  0.002011 -0.017623 -16.4655157208  -71.4927960471  2488.92575
AREQ 18JUN22 2018.4723 58291 2006 5  -71.5    769  0.261155  -1821157 -0.715562  2491 -2.084097  0.0610 0.000741 0.000666 0.002848 -0.024937  0.003930 -0.038816 -16.4655157153  -71.4927960370  2488.91590
AREQ 18JUN23 2018.4750 58292 2006 6  -71.5    769  0.260642  -1821157 -0.715587  2491 -2.081275  0.0610 0.000737 0.000649 0.002790 -0.004494 -0.012162 -0.032998 -16.4655157155  -71.4927960418  2488.91873
AREQ 18JUN24 2018.4778 58293 2007 0  -71.5    769  0.261283  -1821157 -0.714445  2491 -2.079703  0.0610 0.000730 0.000650 0.002762 -0.008319 -0.010170 -0.036739 -16.4655157052  -71.4927960358  2488.92030
AREQ 18JUN25 2018.4805 58294 2007 1  -71.5    769  0.259715  -1821157 -0.713364  2491 -2.080718  0.0610 0.000735 0.000654 0.002798 -0.006609  0.019117 -0.040211 -16.4655156954  -71.4927960505  2488.91928
AREQ 18JUN26 2018.4832 58295 2007 2  -71.5    769  0.258710  -1821157 -0.715448  2491 -2.084607  0.0610 0.000735 0.000648 0.002801 -0.008666  0.006326 -0.006264 -16.4655157142  -71.4927960599  2488.91539
AREQ 18JUN27 2018.4860 58296 2007 3  -71.5    769  0.258669  -1821157 -0.715254  2491 -2.081504  0.0610 0.000744 0.000656 0.002853 -0.018581 -0.008127 -0.019822 -16.4655157125  -71.4927960603  2488.91850
AREQ 18JUN28 2018.4887 58297 2007 4  -71.5    769  0.259971  -1821157 -0.715515  2491 -2.081771  0.0610 0.000732 0.000646 0.002761 -0.019055 -0.004910 -0.014568 -16.4655157149  -71.4927960481  2488.91823
AREQ 18JUN29 2018.4914 58298 2007 5  -71.5    769  0.260656  -1821157 -0.714789  2491 -2.079234  0.0610 0.000736 0.000655 0.002805 -0.008194 -0.001408 -0.022914 -16.4655157083  -71.4927960417  2488.92077
AREQ 18JUN30 2018.4942 58299 2007 6  -71.5    769  0.260417  -1821157 -0.715459  2491 -2.082350  0.0610 0.000744 0.000658 0.002803  0.012653  0.010004 -0.014270 -16.4655157143  -71.4927960439  2488.91765
AREQ 18JUL01 2018.4969 58300 2008 0  -71.5    769  0.259586  -1821157 -0.715832  2491 -2.081167  0.0610 0.000742 0.000651 0.002800  0.012650  0.026880 -0.004402 -16.4655157177  -71.4927960517  2488.91883
AREQ 18JUL02 2018.4997 58301 2008 1  -71.5    769  0.260814  -1821157 -0.715173  2491 -2.077392  0.0610 0.000736 0.000649 0.002803 -0.019781 -0.019505 -0.019033 -16.4655157118  -71.4927960402  2488.92261
AREQ 18JUL03 2018.5024 58302 2008 2  -71.5    769  0.260766  -1821157 -0.714018  2491 -2.076301  0.0610 0.000739 0.000650 0.002803 -0.011509  0.012181 -0.000642 -16.4655157013  -71.4927960407  2488.92370
AREQ 18JUL04 2018.5051 58303 2008 3  -71.5    769  0.259580  -1821157 -0.712822  2491 -2.077464  0.0610 0.000729 0.000653 0.002790 -0.008303 -0.001811 -0.016681 -16.4655156905  -71.4927960518  2488.92254
AREQ 18JUL05 2018.5079 58304 2008 4  -71.5    769  0.260574  -1821157 -0.714725  2491 -2.078430  0.0610 0.000737 0.000656 0.002826 -0.007348 -0.010131 -0.021304 -16.4655157077  -71.4927960425  2488.92157
AREQ 18JUL06 2018.5106 58305 2008 5  -71.5    769  0.260378  -1821157 -0.714440  2491 -2.075587  0.0610 0.000736 0.000655 0.002820 -0.011894 -0.002023 -0.020442 -16.4655157051  -71.4927960443  2488.92441
AREQ 18JUL07 2018.5133 58306 2008 6  -71.5    769  0.259431  -1821157 -0.714013  2491 -2.080973  0.0610 0.000738 0.000662 0.002825 -0.017504  0.002979 -0.038640 -16.4655157013  -71.4927960532  2488.91903
AREQ 18JUL08 2018.5161 58307 2009 0  -71.5    769  0.260007  -1821157 -0.713718  2491 -2.083442  0.0610 0.000724 0.000637 0.002706 -0.010680 -0.002740 -0.012668 -16.4655156986  -71.4927960478  2488.91656
AREQ 18JUL09 2018.5188 58308 2009 1  -71.5    769  0.260703  -1821157 -0.715635  2491 -2.082913  0.0610 0.000739 0.000649 0.002785 -0.011433 -0.006077 -0.022256 -16.4655157159  -71.4927960413  2488.91709
AREQ 18JUL10 2018.5216 58309 2009 2  -71.5    769  0.259109  -1821157 -0.714264  2491 -2.084333  0.0610 0.000742 0.000660 0.002850 -0.013149 -0.011094 -0.036290 -16.4655157036  -71.4927960562  2488.91567
AREQ 18JUL11 2018.5243 58310 2009 3  -71.5    769  0.257626  -1821157 -0.715513  2491 -2.081767  0.0610 0.000739 0.000656 0.002836 -0.008409  0.014493 -0.014607 -16.4655157148  -71.4927960701  2488.91823
AREQ 18JUL12 2018.5270 58311 2009 4  -71.5    769  0.260520  -1821157 -0.716581  2491 -2.080841  0.0610 0.000736 0.000651 0.002774 -0.022547 -0.001333 -0.026807 -16.4655157245  -71.4927960430  2488.91916
AREQ 18JUL13 2018.5298 58312 2009 5  -71.5    769  0.260182  -1821157 -0.716458  2491 -2.074343  0.0610 0.000728 0.000649 0.002751 -0.011445  0.014491 -0.031394 -16.4655157234  -71.4927960461  2488.92566
AREQ 18JUL14 2018.5325 58313 2009 6  -71.5    769  0.259920  -1821157 -0.716653  2491 -2.075618  0.0610 0.000739 0.000662 0.002834  0.008503 -0.007653 -0.042641 -16.4655157251  -71.4927960486  2488.92438
AREQ 18JUL15 2018.5352 58314 2010 0  -71.5    769  0.260693  -1821157 -0.715155  2491 -2.078710  0.0610 0.000736 0.000655 0.002821 -0.011336 -0.011884 -0.028244 -16.4655157116  -71.4927960414  2488.92129
AREQ 18JUL16 2018.5380 58315 2010 1  -71.5    769  0.259789  -1821157 -0.714208  2491 -2.076565  0.0610 0.000735 0.000654 0.002792 -0.009316 -0.020132 -0.034176 -16.4655157030  -71.4927960498  2488.92343
AREQ 18JUL17 2018.5407 58316 2010 2  -71.5    769  0.259963  -1821157 -0.713577  2491 -2.079394  0.0610 0.000749 0.000650 0.002851 -0.016895 -0.006914  0.001816 -16.4655156973  -71.4927960482  2488.92061
AREQ 18JUL18 2018.5435 58317 2010 3  -71.5    769  0.259212  -1821157 -0.714202  2491 -2.076951  0.0610 0.000736 0.000652 0.002791 -0.014406 -0.014672 -0.032050 -16.4655157030  -71.4927960552  2488.92305
AREQ 18JUL19 2018.5462 58318 2010 4  -71.5    769  0.259151  -1821157 -0.715192  2491 -2.079433  0.0610 0.000729 0.000652 0.002780 -0.012875 -0.018528 -0.024005 -16.4655157119  -71.4927960558  2488.92057
AREQ 18JUL20 2018.5489 58319 2010 5  -71.5    769  0.259747  -1821157 -0.714095  2491 -2.083806  0.0610 0.000731 0.000652 0.002766 -0.014757 -0.008414 -0.020887 -16.4655157020  -71.4927960502  2488.91619
AREQ 18JUL21 2018.5517 58320 2010 6  -71.5    769  0.258941  -1821157 -0.714861  2491 -2.077839  0.0610 0.000738 0.000653 0.002835 -0.005001 -0.022041 -0.006326 -16.4655157089  -71.4927960578  2488.92216
AREQ 18JUL22 2018.5544 58321 2011 0  -71.5    769  0.260235  -1821157 -0.713798  2491 -2.077279  0.0610 0.000733 0.000659 0.002803 -0.028442  0.012220 -0.026450 -16.4655156993  -71.4927960456  2488.92272
AREQ 18JUL23 2018.5572 58322 2011 1  -71.5    769  0.260526  -1821157 -0.717335  2491 -2.076058  0.0610 0.000742 0.000654 0.002845 -0.007328 -0.013597 -0.009147 -16.4655157313  -71.4927960429  2488.92394
AREQ 18JUL24 2018.5599 58323 2011 2  -71.5    769  0.259529  -1821157 -0.716976  2491 -2.079258  0.0610 0.000742 0.000667 0.002872 -0.033071 -0.020106 -0.023022 -16.4655157281  -71.4927960523  2488.92074
AREQ 18JUL25 2018.5626 58324 2011 3  -71.5    769  0.261150  -1821157 -0.714354  2491 -2.084481  0.0610 0.000739 0.000664 0.002853 -0.018055  0.009984 -0.015344 -16.4655157044  -71.4927960371  2488.91552
AREQ 18JUL26 2018.5654 58325 2011 4  -71.5    769  0.262261  -1821157 -0.714544  2491 -2.082189  0.0610 0.000737 0.000644 0.002785 -0.006902  0.006206  0.002066 -16.4655157061  -71.4927960267  2488.91781
AREQ 18JUL27 2018.5681 58326 2011 5  -71.5    769  0.260721  -1821157 -0.712856  2491 -2.078056  0.0610 0.000741 0.000651 0.002811 -0.017634 -0.001417 -0.002984 -16.4655156908  -71.4927960411  2488.92194
AREQ 18JUL28 2018.5708 58327 2011 6  -71.5    769  0.259903  -1821157 -0.714035  2491 -2.077383  0.0610 0.000742 0.000650 0.002817 -0.004192  0.000183 -0.003727 -16.4655157015  -71.4927960488  2488.92262
AREQ 18JUL29 2018.5736 58328 2012 0  -71.5    769  0.260500  -1821157 -0.715046  2491 -2.076456  0.0610 0.000735 0.000664 0.002786 -0.003560 -0.001437 -0.017860 -16.4655157106  -71.4927960432  2488.92354
AREQ 18JUL30 2018.5763 58329 2012 1  -71.5    769  0.260354  -1821157 -0.714019  2491 -2.077425  0.0610 0.000767 0.000682 0.002872  0.000022  0.029148 -0.041610 -16.4655157013  -71.4927960445  2488.92258
AREQ 18JUL31 2018.5791 58330 2012 2  -71.5    769  0.261196  -1821157 -0.714283  2491 -2.074796  0.0610 0.000770 0.000681 0.002986 -0.012081  0.020258 -0.020903 -16.4655157037  -71.4927960367  2488.92520
AREQ 18AUG01 2018.5818 58331 2012 3  -71.5    769  0.261296  -1821157 -0.714460  2491 -2.075262  0.0610 0.000761 0.000663 0.002845 -0.002083  0.025398 -0.018948 -16.4655157053  -71.4927960357  2488.92474
AREQ 18AUG02 2018.5845 58332 2012 4  -71.5    769  0.261408  -1821157 -0.715070  2491 -2.077997  0.0610 0.000760 0.000657 0.002836  0.003651  0.025680 -0.006762 -16.4655157108  -71.4927960347  2488.92200
AREQ 18AUG03 2018.5873 58333 2012 5  -71.5    769  0.260249  -1821157 -0.716254  2491 -2.078097  0.0610 0.000736 0.000648 0.002774 -0.009874  0.010226 -0.017358 -16.4655157215  -71.4927960455  2488.92190
AREQ 18AUG04 2018.5900 58334 2012 6  -71.5    769  0.260940  -1821157 -0.715288  2491 -2.074979  0.0610 0.000731 0.000651 0.002779 -0.010785 -0.022052 -0.022255 -16.4655157128  -71.4927960390  2488.92502
AREQ 18AUG05 2018.5927 58335 2013 0  -71.5    769  0.261585  -1821157 -0.712665  2491 -2.080410  0.0610 0.000740 0.000660 0.002827 -0.006548  0.008068 -0.061329 -16.4655156891  -71.4927960330  2488.91959
AREQ 18AUG06 2018.5955 58336 2013 1  -71.5    769  0.260286  -1821157 -0.713305  2491 -2.082453  0.0610 0.000735 0.000656 0.002819 -0.022341  0.009278 -0.029854 -16.4655156949  -71.4927960452  2488.91755
AREQ 18AUG07 2018.5982 58337 2013 2  -71.5    769  0.261842  -1821157 -0.718291  2491 -2.076298  0.0610 0.000729 0.000647 0.002750 -0.008831 -0.012246 -0.027390 -16.4655157399  -71.4927960306  2488.92370
