*YYYYMMDD HHMMSS JJJJJ.JJJJ         X             Y             Z            Sx        Sy       Sz     Rxy   Rxz    Ryz            NLat         Elong         Height         dN        dE        dU         Sn       Se       Su      Rne    Rnu    Reu  Soln
 20210503 115900 59337.4993  1952594.27688 -5808509.66036 -1780816.83826  0.00318  0.00682  0.00299 -0.576 -0.611  0.717     -16.3075786697  288.5806357183 4971.47190     0.04221   0.02074   0.05805    0.00194  0.00250  0.00745 -0.228 -0.152 -0.041 orbit
 20210504 115900 59338.4993  1952594.28201 -5808509.67011 -1780816.84110  0.00335  0.00705  0.00347 -0.592 -0.680  0.701     -16.3075786668  288.5806357347 4971.48313     0.04253   0.02250   0.06928    0.00229  0.00258  0.00781 -0.351 -0.253  0.005 orbit
 20210505 115900 59339.4993  1952594.27755 -5808509.66619 -1780816.84136  0.00306  0.00681  0.00303 -0.560 -0.638  0.683     -16.3075786821  288.5806357068 4971.47827     0.04083   0.01952   0.06442    0.00204  0.00246  0.00739 -0.318 -0.135 -0.083 orbit
 20210506 115900 59340.4993  1952594.27777 -5808509.67174 -1780816.84477  0.00305  0.00667  0.00313 -0.579 -0.648  0.679     -16.3075786981  288.5806356923 4971.48435     0.03904   0.01796   0.07050    0.00213  0.00240  0.00730 -0.322 -0.179 -0.047 orbit
 20210507 115900 59341.4993  1952594.27480 -5808509.66882 -1780816.83815  0.00281  0.00626  0.00279 -0.559 -0.628  0.674     -16.3075786502  288.5806356747 4971.47892     0.04438   0.01608   0.06507    0.00190  0.00226  0.00679 -0.307 -0.124 -0.084 orbit
 20210508 115900 59342.4993  1952594.27730 -5808509.66399 -1780816.83802  0.00312  0.00677  0.00316 -0.572 -0.652  0.684     -16.3075786586  288.5806357112 4971.47526     0.04345   0.01999   0.06141    0.00213  0.00247  0.00741 -0.330 -0.181 -0.046 orbit
 20210509 115900 59343.4993  1952594.27503 -5808509.66829 -1780816.84022  0.00303  0.00687  0.00314 -0.588 -0.639  0.690     -16.3075786692  288.5806356783 4971.47910     0.04226   0.01647   0.06525    0.00211  0.00238  0.00749 -0.291 -0.164 -0.077 orbit
 20210510 115900 59344.4993  1952594.27547 -5808509.66304 -1780816.83802  0.00300  0.00665  0.00307 -0.571 -0.641  0.690     -16.3075786624  288.5806356978 4971.47383     0.04302   0.01855   0.05998    0.00205  0.00239  0.00726 -0.306 -0.177 -0.069 orbit
 20210511 115900 59345.4993  1952594.27760 -5808509.66810 -1780816.84018  0.00297  0.00654  0.00300 -0.578 -0.632  0.701     -16.3075786672  288.5806357017 4971.47970     0.04249   0.01896   0.06585    0.00199  0.00234  0.00715 -0.277 -0.181 -0.060 orbit
 20210512 115900 59346.4993  1952594.27764 -5808509.66478 -1780816.83995  0.00321  0.00687  0.00326 -0.565 -0.623  0.716     -16.3075786731  288.5806357119 4971.47662     0.04182   0.02006   0.06277    0.00212  0.00255  0.00755 -0.253 -0.233 -0.046 orbit
