* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 17  30.000000      -315.2252    0.0111        289.6039    0.0104          7.3066    0.0418    15.39   9     20.95     3.62   204.72048611111     96  54  10 S -0.356
 2021  7 23 17 18   0.000001      -315.2245    0.0111        289.6051    0.0104          7.2935    0.0417    16.30   9     20.95     3.62   204.72083333334     97  54  10 S -0.355
 2021  7 23 17 18  30.000000      -315.2258    0.0111        289.6062    0.0104          7.2969    0.0416    16.22   9     20.97     3.62   204.72118055556     98  54  10 S -0.354
 2021  7 23 17 19   0.000000      -315.2204    0.0111        289.6069    0.0104          7.3022    0.0414    13.75   9     21.01     3.62   204.72152777778     99  54  10 S -0.353
 2021  7 23 17 19  29.999999      -315.2254    0.0111        289.6081    0.0104          7.2971    0.0413    15.61   9     21.07     3.62   204.72187499999    100  54  10 S -0.352
 2021  7 23 17 20   0.000000      -315.2190    0.0112        289.6035    0.0104          7.3090    0.0411    12.57   9     21.16     3.62   204.72222222223    101  54  10 S -0.351
 2021  7 23 17 20  29.999999      -315.2220    0.0112        289.6026    0.0104          7.2929    0.0410    12.96   9     21.28     3.62   204.72256944444    102  54  10 S -0.350
 2021  7 23 17 21   0.000000      -315.2195    0.0112        289.6037    0.0104          7.2875    0.0409    13.46   9     21.41     3.62   204.72291666667    103  54  10 S -0.349
 2021  7 23 17 21  29.999999      -315.2245    0.0112        289.6044    0.0104          7.2964    0.0407    13.77   9     21.58     3.63   204.72326388888    104  54  10 S -0.348
 2021  7 23 17 22   0.000000      -315.2223    0.0112        289.6028    0.0104          7.2961    0.0406    14.75   9     21.76     3.63   204.72361111111    105  54  10 S -0.348
 2021  7 23 17 22  30.000000      -315.2205    0.0112        289.6054    0.0104          7.2795    0.0404    14.20   9     21.97     3.63   204.72395833333    106  54  10 S -0.347
 2021  7 23 17 23   0.000000      -315.2217    0.0112        289.6040    0.0104          7.2789    0.0403    16.62   9     22.20     3.63   204.72430555556    107  54  10 S -0.346
 2021  7 23 17 23  30.000000      -315.2177    0.0112        289.6040    0.0104          7.2865    0.0401    12.25   9     22.46     3.63   204.72465277778    108  54  10 S -0.346
 2021  7 23 17 24   0.000001      -315.2203    0.0113        289.6038    0.0104          7.2963    0.0400    13.14   9     22.73     3.63   204.72500000001    109  54  10 S -0.345
 2021  7 23 17 24  30.000000      -315.2206    0.0113        289.6025    0.0104          7.2928    0.0399    13.82   9     22.99     3.64   204.72534722222    110  54  10 S -0.345
 2021  7 23 17 25   0.000001      -315.2230    0.0113        289.6022    0.0104          7.2986    0.0397    10.80   9     23.27     3.64   204.72569444445    111  54  10 S -0.344
 2021  7 23 17 25  29.999999      -315.2224    0.0113        289.6036    0.0104          7.2888    0.0396    12.95   9     23.54     3.64   204.72604166665    112  54  10 S -0.344
 2021  7 23 17 26   0.000000      -315.2220    0.0113        289.6049    0.0104          7.2852    0.0394    12.25   9     23.80     3.64   204.72638888889    113  54  10 S -0.344
 2021  7 23 17 26  29.999999      -315.2197    0.0113        289.6035    0.0104          7.2975    0.0393    12.34   9     24.07     3.64   204.72673611110    114  54  10 S -0.343
 2021  7 23 17 27   0.000000      -315.2189    0.0114        289.6016    0.0104          7.2900    0.0391    13.25   9     24.33     3.65   204.72708333334    115  54  10 S -0.343
 2021  7 23 17 27  29.999999      -315.2208    0.0114        289.6036    0.0104          7.2797    0.0390    13.89   9     24.61     3.65   204.72743055555    116  54  10 S -0.343
 2021  7 23 17 28   0.000000      -315.2190    0.0114        289.6050    0.0104          7.2929    0.0388    13.56   9     24.90     3.65   204.72777777778    117  54  10 S -0.343
 2021  7 23 17 28  29.999999      -315.2189    0.0114        289.6055    0.0104          7.2857    0.0387    14.15   9     25.19     3.65   204.72812499999    118  54  10 S -0.343
 2021  7 23 17 29   0.000000      -315.2180    0.0114        289.6061    0.0104          7.2853    0.0386    14.56   9     25.48     3.65   204.72847222222    119  54  10 S -0.343
 2021  7 23 17 29  30.000000      -315.2151    0.0115        289.6050    0.0104          7.2936    0.0384    14.53   9     25.79     3.66   204.72881944444    120  54  10 S -0.343
 2021  7 23 17 30   0.000000      -315.2152    0.0115        289.6040    0.0104          7.2957    0.0383    15.27   9     26.10     3.66   204.72916666667    121  54  10 S -0.343
 2021  7 23 17 30  30.000000      -315.2144    0.0115        289.6008    0.0104          7.2995    0.0381    14.79   9     26.44     3.66   204.72951388889    122  54  10 S -0.343
 2021  7 23 17 31   0.000001      -315.2138    0.0115        289.6031    0.0104          7.2951    0.0380    15.10   9     26.78     3.66   204.72986111112    123  54  10 S -0.343
 2021  7 23 17 31  30.000000      -315.2160    0.0115        289.6039    0.0104          7.2921    0.0378    14.85   9     27.12     3.67   204.73020833333    124  54  10 S -0.343
 2021  7 23 17 32   0.000000      -315.2187    0.0116        289.6039    0.0104          7.2994    0.0377    15.30   9     27.46     3.67   204.73055555556    125  54  10 S -0.343
 2021  7 23 17 32  29.999999      -315.2161    0.0116        289.6027    0.0104          7.2902    0.0376    16.64   9     27.80     3.67   204.73090277777    126  54  10 S -0.343
 2021  7 23 17 33   0.000000      -315.2158    0.0116        289.6049    0.0104          7.2999    0.0374    15.67   9     28.14     3.67   204.73125000000    127  54  10 S -0.343
 2021  7 23 17 33  29.999999      -315.2134    0.0116        289.6034    0.0104          7.2984    0.0373    16.70   9     28.48     3.67   204.73159722221    128  54  10 S -0.344
 2021  7 23 17 34   0.000000      -315.2141    0.0116        289.6028    0.0104          7.2998    0.0371    16.26   9     28.81     3.68   204.73194444445    129  54  10 S -0.344
 2021  7 23 17 34  29.999999      -315.2179    0.0117        289.6019    0.0104          7.2954    0.0370    16.50   9     29.12     3.68   204.73229166666    130  54  10 S -0.344
 2021  7 23 17 35   0.000000      -315.2167    0.0117        289.6018    0.0104          7.3003    0.0368    16.41   9     29.41     3.68   204.73263888889    131  54  10 S -0.345
 2021  7 23 17 35  30.000000      -315.2158    0.0117        289.6010    0.0104          7.2901    0.0367    15.61   9     29.68     3.68   204.73298611111    132  54  10 S -0.345
 2021  7 23 17 36   0.000000      -315.2162    0.0117        289.6012    0.0104          7.2914    0.0366    15.36   9     29.95     3.69   204.73333333334    133  54  10 S -0.346
 2021  7 23 17 36  30.000000      -315.2143    0.0118        289.6009    0.0104          7.2948    0.0364    14.77   9     30.20     3.69   204.73368055555    134  54  10 S -0.346
 2021  7 23 17 37   0.000001      -315.2136    0.0118        289.6035    0.0104          7.2843    0.0363    15.94   9     30.43     3.69   204.73402777778    135  54  10 S -0.347
 2021  7 23 17 37  30.000000      -315.2162    0.0118        289.6008    0.0104          7.2895    0.0362    18.50   9     30.66     3.69   204.73437500000    136  54  10 S -0.347
 2021  7 23 17 38   0.000001      -315.2162    0.0118        289.6036    0.0104          7.2800    0.0360    16.29   9     30.90     3.70   204.73472222223    137  54  10 S -0.348
 2021  7 23 17 38  29.999999      -315.2176    0.0119        289.6024    0.0104          7.2780    0.0359    14.63   9     31.12     3.70   204.73506944443    138  54  10 S -0.348
 2021  7 23 17 39   0.000000      -315.2184    0.0119        289.6047    0.0105          7.2791    0.0358    15.38   9     31.34     3.70   204.73541666667    139  54  10 S -0.349
 2021  7 23 17 39  29.999999      -315.2211    0.0119        289.6067    0.0105          7.2763    0.0356    15.61   9     31.54     3.71   204.73576388888    140  54  10 S -0.350
 2021  7 23 17 40   0.000000      -315.2160    0.0120        289.6058    0.0105          7.2800    0.0355    16.98   9     31.74     3.71   204.73611111111    141  54  10 S -0.351
 2021  7 23 17 40  29.999999      -315.2161    0.0120        289.6063    0.0105          7.2890    0.0354    15.89   9     31.93     3.71   204.73645833333    142  54  10 S -0.351
 2021  7 23 17 41   0.000000      -315.2139    0.0120        289.6064    0.0105          7.2985    0.0353    15.80   9     32.12     3.72   204.73680555556    143  54  10 S -0.352
 2021  7 23 17 41  30.000000      -315.2129    0.0120        289.6081    0.0105          7.2920    0.0351    16.88   9     32.29     3.72   204.73715277777    144  54  10 S -0.353
 2021  7 23 17 42   0.000000      -315.2111    0.0121        289.6121    0.0105          7.2941    0.0350    15.76   9     32.46     3.72   204.73750000000    145  54  10 S -0.354
 2021  7 23 17 42  30.000000      -315.2106    0.0121        289.6078    0.0105          7.2766    0.0349    18.23   9     32.63     3.73   204.73784722222    146  54  10 S -0.355
 2021  7 23 17 43   0.000000      -315.2112    0.0121        289.6062    0.0105          7.2891    0.0348    18.93   9     32.81     3.73   204.73819444445    147  54  10 S -0.356
 2021  7 23 17 43  30.000000      -315.2125    0.0122        289.6082    0.0105          7.2931    0.0347    16.84   9     33.00     3.74   204.73854166667    148  54  10 S -0.357
 2021  7 23 17 44   0.000001      -315.2103    0.0122        289.6099    0.0105          7.2900    0.0345    17.78   9     33.18     3.74   204.73888888890    149  54  10 S -0.358
 2021  7 23 17 44  29.999999      -315.2108    0.0122        289.6077    0.0105          7.2931    0.0344    19.17   9     33.36     3.75   204.73923611110    150  54  10 S -0.360
 2021  7 23 17 45   0.000000      -315.2125    0.0123        289.6067    0.0105          7.2901    0.0343    17.59   9     33.55     3.75   204.73958333334    151  54  10 S -0.361
 2021  7 23 17 45  29.999999      -315.2075    0.0123        289.6061    0.0105          7.2874    0.0342    18.56   9     33.75     3.76   204.73993055554    152  54  10 S -0.362
 2021  7 23 17 46   0.000000      -315.2093    0.0123        289.6075    0.0105          7.2879    0.0341    19.08   9     33.93     3.77   204.74027777778    153  54  10 S -0.364
 2021  7 23 17 46  29.999999      -315.2117    0.0123        289.6088    0.0105          7.2881    0.0340    21.45   9     34.10     3.78   204.74062499999    154  54  10 S -0.365
 2021  7 23 17 47   0.000000      -315.2137    0.0124        289.6050    0.0105          7.2847    0.0339    19.30   9     34.25     3.78   204.74097222222    155  54  10 S -0.367
 2021  7 23 17 47  29.999999      -315.2115    0.0124        289.6069    0.0106          7.2786    0.0338    20.96   9     34.39     3.79   204.74131944444    156  54  10 S -0.368
