* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 47   0.000354        48.4592    0.0116         61.3889    0.0105          0.2933    0.0337    25.48  10     36.29     3.74   204.74097222632    155  54  10 S -0.352
 2021  7 23 17 47  30.000353        48.4602    0.0116         61.3899    0.0105          0.2990    0.0335    25.02  10     36.51     3.75   204.74131944853    156  54  10 S -0.353
 2021  7 23 17 48   0.000354        48.4577    0.0117         61.3884    0.0105          0.2936    0.0334    24.82  10     36.72     3.75   204.74166667076    157  54  10 S -0.354
 2021  7 23 17 48  30.000354        48.4591    0.0117         61.3900    0.0105          0.2865    0.0333    25.71  10     36.92     3.76   204.74201389298    158  54  10 S -0.355
 2021  7 23 17 49   0.000354        48.4571    0.0117         61.3887    0.0105          0.2890    0.0332    27.41  10     37.11     3.76   204.74236111521    159  54  10 S -0.357
 2021  7 23 17 49  30.000354        48.4595    0.0117         61.3900    0.0106          0.2913    0.0331    29.02  10     37.28     3.77   204.74270833743    160  54  10 S -0.358
 2021  7 23 17 50   0.000354        48.4562    0.0118         61.3903    0.0106          0.2930    0.0330    25.96  10     37.45     3.78   204.74305555966    161  54  10 S -0.360
 2021  7 23 17 50  30.000354        48.4566    0.0118         61.3893    0.0106          0.2911    0.0329    27.69  10     37.59     3.79   204.74340278187    162  54  10 S -0.361
 2021  7 23 17 51   0.000353        48.4573    0.0118         61.3932    0.0106          0.2949    0.0327    26.94  10     37.72     3.80   204.74375000409    163  54  10 S -0.363
 2021  7 23 17 51  30.000353        48.4553    0.0118         61.3917    0.0106          0.2920    0.0326    25.33  10     37.83     3.82   204.74409722631    164  54  10 S -0.366
 2021  7 23 17 52   0.000354        48.4605    0.0119         61.3932    0.0106          0.2973    0.0325    26.72  10     37.91     3.83   204.74444444854    165  54  10 S -0.368
 2021  7 23 17 52  30.000353        48.4571    0.0119         61.3898    0.0106          0.2894    0.0325    28.08  10     37.99     3.85   204.74479167075    166  54  10 S -0.370
 2021  7 23 17 53   0.000354        48.4583    0.0119         61.3921    0.0106          0.2923    0.0324    28.38  10     38.04     3.87   204.74513889298    167  54  10 S -0.373
 2021  7 23 17 53  30.000353        48.4561    0.0119         61.3905    0.0106          0.2811    0.0323    29.25  10     38.09     3.90   204.74548611520    168  54  10 S -0.376
